base_model,model_name,task_name,score
pythia_big,pythia_25x16,elementary_math_qa elementary_math_qa,0.255
pythia_big,pythia_24x16,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_big,pythia_24x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_big,pythia_24x16,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_24x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_24x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_24x16,elementary_math_qa elementary_math_qa,0.25
pythia_big,pythia_23x16,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_big,pythia_23x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_big,pythia_23x16,elementary_math_qa elementary_math_qa:question_only,0.275
pythia_big,pythia_23x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.275
pythia_big,pythia_23x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.275
pythia_big,pythia_23x16,elementary_math_qa elementary_math_qa,0.265
pythia_big,pythia_22x16,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_big,pythia_22x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_big,pythia_22x16,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_big,pythia_22x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_big,pythia_22x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_big,pythia_22x16,elementary_math_qa elementary_math_qa,0.23500000000000001
pythia_big,pythia_21x16,elementary_math_qa elementary_math_qa:language_hint_only,0.2
pythia_big,pythia_21x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.2
pythia_big,pythia_21x16,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_big,pythia_21x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_big,pythia_21x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_big,pythia_21x16,elementary_math_qa elementary_math_qa,0.215
pythia_big,pythia_20x16,elementary_math_qa elementary_math_qa:language_hint_only,0.2
pythia_big,pythia_20x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.2
pythia_big,pythia_20x16,elementary_math_qa elementary_math_qa:question_only,0.2
pythia_big,pythia_20x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.2
pythia_big,pythia_20x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.2
pythia_big,pythia_20x16,elementary_math_qa elementary_math_qa,0.2
pythia_big,pythia_19x16,elementary_math_qa elementary_math_qa:language_hint_only,0.325
pythia_big,pythia_19x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.325
pythia_big,pythia_19x16,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_19x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_19x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_19x16,elementary_math_qa elementary_math_qa,0.28
pythia_big,pythia_18x16,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_big,pythia_18x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_big,pythia_18x16,elementary_math_qa elementary_math_qa:question_only,0.15
pythia_big,pythia_18x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.15
pythia_big,pythia_18x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.15
pythia_big,pythia_18x16,elementary_math_qa elementary_math_qa,0.19
pythia_big,pythia_17x16,elementary_math_qa elementary_math_qa:language_hint_only,0.175
pythia_big,pythia_17x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.175
pythia_big,pythia_17x16,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_big,pythia_17x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_big,pythia_17x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_big,pythia_17x16,elementary_math_qa elementary_math_qa,0.205
