base_model,model_name,task_name,score
pythia_big,pythia_17x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_17x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_17x1,elementary_math_qa elementary_math_qa,0.26
pythia_big,pythia_18x1,elementary_math_qa elementary_math_qa:language_hint_only,0.275
pythia_big,pythia_18x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.275
pythia_big,pythia_18x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_18x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_18x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_18x1,elementary_math_qa elementary_math_qa,0.26
pythia_big,pythia_19x1,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_big,pythia_19x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_big,pythia_19x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_19x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_19x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_19x1,elementary_math_qa elementary_math_qa,0.25
pythia_big,pythia_20x1,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_big,pythia_20x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_big,pythia_20x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_20x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_20x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_20x1,elementary_math_qa elementary_math_qa,0.25
pythia_big,pythia_21x1,elementary_math_qa elementary_math_qa:language_hint_only,0.275
pythia_big,pythia_21x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.275
pythia_big,pythia_21x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_21x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_21x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_21x1,elementary_math_qa elementary_math_qa,0.26
pythia_big,pythia_22x1,elementary_math_qa elementary_math_qa:language_hint_only,0.275
pythia_big,pythia_22x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.275
pythia_big,pythia_22x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_22x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_22x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_22x1,elementary_math_qa elementary_math_qa,0.26
pythia_big,pythia_23x1,elementary_math_qa elementary_math_qa:language_hint_only,0.275
pythia_big,pythia_23x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.275
pythia_big,pythia_23x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_23x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_23x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_23x1,elementary_math_qa elementary_math_qa,0.26
pythia_big,pythia_24x1,elementary_math_qa elementary_math_qa:language_hint_only,0.275
pythia_big,pythia_24x1,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.275
pythia_big,pythia_24x1,elementary_math_qa elementary_math_qa:question_only,0.25
pythia_big,pythia_24x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.25
pythia_big,pythia_24x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.25
pythia_big,pythia_24x1,elementary_math_qa elementary_math_qa,0.26
