base_model,model_name,task_name,score
pythia_small,pythia_5x1,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_small,pythia_5x1,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_small,pythia_5x1,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_small,pythia_5x1,elementary_math_qa elementary_math_qa,0.223
pythia_small,pythia_0x2,elementary_math_qa elementary_math_qa:language_hint_only,0.235
pythia_small,pythia_0x2,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.235
pythia_small,pythia_0x2,elementary_math_qa elementary_math_qa:question_only,0.23
pythia_small,pythia_0x2,elementary_math_qa elementary_math_qa:question_with_language_hint,0.23
pythia_small,pythia_0x2,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.23
pythia_small,pythia_0x2,elementary_math_qa elementary_math_qa,0.232
pythia_small,pythia_1x2,elementary_math_qa elementary_math_qa:language_hint_only,0.195
pythia_small,pythia_1x2,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.195
pythia_small,pythia_1x2,elementary_math_qa elementary_math_qa:question_only,0.23
pythia_small,pythia_1x2,elementary_math_qa elementary_math_qa:question_with_language_hint,0.23
pythia_small,pythia_1x2,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.23
pythia_small,pythia_1x2,elementary_math_qa elementary_math_qa,0.216
pythia_small,pythia_2x2,elementary_math_qa elementary_math_qa:language_hint_only,0.18
pythia_small,pythia_2x2,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.18
pythia_small,pythia_2x2,elementary_math_qa elementary_math_qa:question_only,0.195
pythia_small,pythia_2x2,elementary_math_qa elementary_math_qa:question_with_language_hint,0.195
pythia_small,pythia_2x2,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.195
pythia_small,pythia_2x2,elementary_math_qa elementary_math_qa,0.189
pythia_small,pythia_3x2,elementary_math_qa elementary_math_qa:language_hint_only,0.195
pythia_small,pythia_3x2,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.195
pythia_small,pythia_3x2,elementary_math_qa elementary_math_qa:question_only,0.195
pythia_small,pythia_3x2,elementary_math_qa elementary_math_qa:question_with_language_hint,0.195
pythia_small,pythia_3x2,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.195
pythia_small,pythia_3x2,elementary_math_qa elementary_math_qa,0.195
pythia_small,pythia_4x2,elementary_math_qa elementary_math_qa:language_hint_only,0.175
pythia_small,pythia_4x2,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.175
pythia_small,pythia_4x2,elementary_math_qa elementary_math_qa:question_only,0.13
pythia_small,pythia_4x2,elementary_math_qa elementary_math_qa:question_with_language_hint,0.13
pythia_small,pythia_4x2,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.13
pythia_small,pythia_4x2,elementary_math_qa elementary_math_qa,0.148
pythia_small,pythia_5x2,elementary_math_qa elementary_math_qa:language_hint_only,0.22
pythia_small,pythia_5x2,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.22
pythia_small,pythia_5x2,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_small,pythia_5x2,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_small,pythia_5x2,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_small,pythia_5x2,elementary_math_qa elementary_math_qa,0.223
pythia_small,pythia_0x4,elementary_math_qa elementary_math_qa:language_hint_only,0.25
pythia_small,pythia_0x4,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.25
pythia_small,pythia_0x4,elementary_math_qa elementary_math_qa:question_only,0.24
pythia_small,pythia_0x4,elementary_math_qa elementary_math_qa:question_with_language_hint,0.24
pythia_small,pythia_0x4,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.24
pythia_small,pythia_0x4,elementary_math_qa elementary_math_qa,0.244
pythia_small,pythia_1x4,elementary_math_qa elementary_math_qa:language_hint_only,0.205
pythia_small,pythia_1x4,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.205
pythia_small,pythia_1x4,elementary_math_qa elementary_math_qa:question_only,0.22
pythia_small,pythia_1x4,elementary_math_qa elementary_math_qa:question_with_language_hint,0.22
pythia_small,pythia_1x4,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.22
pythia_small,pythia_1x4,elementary_math_qa elementary_math_qa,0.214
pythia_small,pythia_2x4,elementary_math_qa elementary_math_qa:language_hint_only,0.2
pythia_small,pythia_2x4,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.2
pythia_small,pythia_2x4,elementary_math_qa elementary_math_qa:question_only,0.175
pythia_small,pythia_2x4,elementary_math_qa elementary_math_qa:question_with_language_hint,0.175
pythia_small,pythia_2x4,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.175
pythia_small,pythia_2x4,elementary_math_qa elementary_math_qa,0.185
pythia_small,pythia_3x4,elementary_math_qa elementary_math_qa:language_hint_only,0.195
pythia_small,pythia_3x4,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.195
pythia_small,pythia_3x4,elementary_math_qa elementary_math_qa:question_only,0.195
pythia_small,pythia_3x4,elementary_math_qa elementary_math_qa:question_with_language_hint,0.195
pythia_small,pythia_3x4,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.195
pythia_small,pythia_3x4,elementary_math_qa elementary_math_qa,0.195
pythia_small,pythia_4x4,elementary_math_qa elementary_math_qa:language_hint_only,0.175
pythia_small,pythia_4x4,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.175
pythia_small,pythia_4x4,elementary_math_qa elementary_math_qa:question_only,0.13
pythia_small,pythia_4x4,elementary_math_qa elementary_math_qa:question_with_language_hint,0.13
pythia_small,pythia_4x4,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.13
pythia_small,pythia_4x4,elementary_math_qa elementary_math_qa,0.148
pythia_small,pythia_5x4,elementary_math_qa elementary_math_qa:language_hint_only,0.22
pythia_small,pythia_5x4,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.22
pythia_small,pythia_5x4,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_small,pythia_5x4,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_small,pythia_5x4,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_small,pythia_5x4,elementary_math_qa elementary_math_qa,0.223
pythia_small,pythia_0x8,elementary_math_qa elementary_math_qa:language_hint_only,0.23
pythia_small,pythia_0x8,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.23
pythia_small,pythia_0x8,elementary_math_qa elementary_math_qa:question_only,0.23
pythia_small,pythia_0x8,elementary_math_qa elementary_math_qa:question_with_language_hint,0.23
pythia_small,pythia_0x8,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.23
pythia_small,pythia_0x8,elementary_math_qa elementary_math_qa,0.23
pythia_small,pythia_1x8,elementary_math_qa elementary_math_qa:language_hint_only,0.205
pythia_small,pythia_1x8,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.205
pythia_small,pythia_1x8,elementary_math_qa elementary_math_qa:question_only,0.22
pythia_small,pythia_1x8,elementary_math_qa elementary_math_qa:question_with_language_hint,0.22
pythia_small,pythia_1x8,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.22
pythia_small,pythia_1x8,elementary_math_qa elementary_math_qa,0.214
pythia_small,pythia_2x8,elementary_math_qa elementary_math_qa:language_hint_only,0.2
pythia_small,pythia_2x8,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.2
pythia_small,pythia_2x8,elementary_math_qa elementary_math_qa:question_only,0.175
pythia_small,pythia_2x8,elementary_math_qa elementary_math_qa:question_with_language_hint,0.175
pythia_small,pythia_2x8,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.175
pythia_small,pythia_2x8,elementary_math_qa elementary_math_qa,0.185
pythia_small,pythia_3x8,elementary_math_qa elementary_math_qa:language_hint_only,0.195
pythia_small,pythia_3x8,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.195
pythia_small,pythia_3x8,elementary_math_qa elementary_math_qa:question_only,0.195
pythia_small,pythia_3x8,elementary_math_qa elementary_math_qa:question_with_language_hint,0.195
pythia_small,pythia_3x8,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.195
pythia_small,pythia_3x8,elementary_math_qa elementary_math_qa,0.195
pythia_small,pythia_4x8,elementary_math_qa elementary_math_qa:language_hint_only,0.175
pythia_small,pythia_4x8,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.175
pythia_small,pythia_4x8,elementary_math_qa elementary_math_qa:question_only,0.13
pythia_small,pythia_4x8,elementary_math_qa elementary_math_qa:question_with_language_hint,0.13
pythia_small,pythia_4x8,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.13
pythia_small,pythia_4x8,elementary_math_qa elementary_math_qa,0.148
pythia_small,pythia_5x8,elementary_math_qa elementary_math_qa:language_hint_only,0.22
pythia_small,pythia_5x8,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.22
pythia_small,pythia_5x8,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_small,pythia_5x8,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_small,pythia_5x8,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_small,pythia_5x8,elementary_math_qa elementary_math_qa,0.223
pythia_small,pythia_0x16,elementary_math_qa elementary_math_qa:language_hint_only,0.23
pythia_small,pythia_0x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.23
pythia_small,pythia_0x16,elementary_math_qa elementary_math_qa:question_only,0.23
pythia_small,pythia_0x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.23
pythia_small,pythia_0x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.23
pythia_small,pythia_0x16,elementary_math_qa elementary_math_qa,0.23
pythia_small,pythia_1x16,elementary_math_qa elementary_math_qa:language_hint_only,0.205
pythia_small,pythia_1x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.205
pythia_small,pythia_1x16,elementary_math_qa elementary_math_qa:question_only,0.22
pythia_small,pythia_1x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.22
pythia_small,pythia_1x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.22
pythia_small,pythia_1x16,elementary_math_qa elementary_math_qa,0.214
pythia_small,pythia_2x16,elementary_math_qa elementary_math_qa:language_hint_only,0.2
pythia_small,pythia_2x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.2
pythia_small,pythia_2x16,elementary_math_qa elementary_math_qa:question_only,0.175
pythia_small,pythia_2x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.175
pythia_small,pythia_2x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.175
pythia_small,pythia_2x16,elementary_math_qa elementary_math_qa,0.185
pythia_small,pythia_3x16,elementary_math_qa elementary_math_qa:language_hint_only,0.195
pythia_small,pythia_3x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.195
pythia_small,pythia_3x16,elementary_math_qa elementary_math_qa:question_only,0.195
pythia_small,pythia_3x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.195
pythia_small,pythia_3x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.195
pythia_small,pythia_3x16,elementary_math_qa elementary_math_qa,0.195
pythia_small,pythia_4x16,elementary_math_qa elementary_math_qa:language_hint_only,0.175
pythia_small,pythia_4x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.175
pythia_small,pythia_4x16,elementary_math_qa elementary_math_qa:question_only,0.13
pythia_small,pythia_4x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.13
pythia_small,pythia_4x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.13
pythia_small,pythia_4x16,elementary_math_qa elementary_math_qa,0.148
pythia_small,pythia_5x16,elementary_math_qa elementary_math_qa:language_hint_only,0.22
pythia_small,pythia_5x16,elementary_math_qa elementary_math_qa:mathematical_hint_only,0.22
pythia_small,pythia_5x16,elementary_math_qa elementary_math_qa:question_only,0.225
pythia_small,pythia_5x16,elementary_math_qa elementary_math_qa:question_with_language_hint,0.225
pythia_small,pythia_5x16,elementary_math_qa elementary_math_qa:question_with_mathematical_hint,0.225
pythia_small,pythia_5x16,elementary_math_qa elementary_math_qa,0.223
